start,finish,algorithm,elapsed_time
1529688728.5340524,1529688728.6305013,merge1,0.09644889831542969
1529688743.6946445,1529688743.8362954,merge1,0.14165091514587402
1529688742.8473208,1529688742.9814727,merge1,0.13415193557739258
1529688723.8851836,1529688723.985179,merge1,0.09999537467956543
1529688732.645098,1529688732.7444808,merge1,0.09938287734985352
1529688742.1123998,1529688742.229223,merge1,0.11682319641113281
1529688741.432958,1529688741.538963,merge1,0.10600519180297852
1529688726.7906015,1529688726.8922138,merge1,0.10161232948303223
1529688740.5182676,1529688740.6768951,merge1,0.15862751007080078
1529688724.4693887,1529688724.5664878,merge1,0.09709906578063965
1529688733.2260158,1529688733.3247657,merge1,0.09874987602233887
1529688739.6937108,1529688739.8476613,merge1,0.15395045280456543
1529688738.981787,1529688739.0928538,merge1,0.11106681823730469
1529688733.8033538,1529688733.9036064,merge1,0.10025262832641602
1529688738.406589,1529688738.502804,merge1,0.09621500968933105
1529688725.0541315,1529688725.151365,merge1,0.09723353385925293
1529688737.8131583,1529688737.9147804,merge1,0.10162210464477539
1529688734.3779953,1529688734.4752853,merge1,0.0972900390625
1529688737.237018,1529688737.336983,merge1,0.09996485710144043
1529688736.6551363,1529688736.7530775,merge1,0.09794116020202637
1529688725.6276243,1529688725.7297366,merge1,0.1021122932434082
1529688726.2064703,1529688726.3053706,merge1,0.09890031814575195
1529688736.0910952,1529688736.1860518,merge1,0.09495663642883301
1529688751.5596113,1529688751.6574736,merge1,0.09786224365234375
1529688735.5216815,1529688735.6203647,merge1,0.09868311882019043
1529688744.3989897,1529688744.5113723,merge1,0.11238265037536621
1529688732.0575674,1529688732.157799,merge1,0.10023164749145508
1529688734.951887,1529688735.0480723,merge1,0.09618544578552246
1529688729.6963172,1529688729.7976816,merge1,0.1013643741607666
1529688749.2038214,1529688749.3018942,merge1,0.09807276725769043
1529688721.5747063,1529688721.6714084,merge1,0.09670209884643555
1529688748.6049252,1529688748.7057807,merge1,0.10085558891296387
1529688722.146006,1529688722.2422888,merge1,0.0962827205657959
1529688723.30093,1529688723.4000506,merge1,0.0991206169128418
1529688730.2953923,1529688730.3953574,merge1,0.09996509552001953
1529688748.0287602,1529688748.1266904,merge1,0.0979301929473877
1529688750.3766336,1529688750.47338,merge1,0.09674644470214844
1529688749.7906318,1529688749.8948946,merge1,0.1042628288269043
1529688747.4432547,1529688747.5411978,merge1,0.09794306755065918
1529688746.8744888,1529688746.9727967,merge1,0.09830784797668457
1529688722.7239494,1529688722.826204,merge1,0.10225462913513184
1529688750.9724383,1529688751.0723796,merge1,0.09994125366210938
1529688746.29793,1529688746.3960965,merge1,0.09816646575927734
1529688727.3718073,1529688727.4704387,merge1,0.09863138198852539
1529688729.1218255,1529688729.2200007,merge1,0.0981752872467041
1529688745.7195928,1529688745.8204894,merge1,0.10089659690856934
1529688731.4558492,1529688731.5552247,merge1,0.09937548637390137
1529688745.1046765,1529688745.2087338,merge1,0.10405731201171875
1529688730.8768196,1529688730.9760435,merge1,0.09922385215759277
1529688727.9501436,1529688728.0515904,merge1,0.10144686698913574
1529688729.2218301,1529688729.289139,partition_sort,0.06730890274047852
1529688734.476882,1529688734.5438719,partition_sort,0.06698989868164062
1529688731.5568337,1529688731.6255982,partition_sort,0.06876444816589355
1529688729.7994752,1529688729.8683991,partition_sort,0.0689239501953125
1529688730.3970416,1529688730.4650445,partition_sort,0.06800293922424316
1529688732.7460983,1529688732.8143623,partition_sort,0.06826400756835938
1529688730.9776208,1529688731.0446603,partition_sort,0.06703948974609375
1529688732.1593668,1529688732.2293131,partition_sort,0.0699462890625
1529688733.905338,1529688733.9739015,partition_sort,0.06856346130371094
1529688733.3263018,1529688733.3929193,partition_sort,0.06661748886108398
1529688735.621869,1529688735.6867585,partition_sort,0.06488943099975586
1529688736.1875024,1529688736.2529287,partition_sort,0.06542634963989258
1529688751.0739148,1529688751.1404886,partition_sort,0.0665738582611084
1529688750.474994,1529688750.543877,partition_sort,0.06888294219970703
1529688749.896776,1529688749.9675038,partition_sort,0.07072782516479492
1529688749.3036044,1529688749.3726292,partition_sort,0.06902480125427246
1529688748.7072866,1529688748.7781675,partition_sort,0.07088088989257812
1529688748.1282365,1529688748.1959918,partition_sort,0.06775522232055664
1529688747.5426886,1529688747.6092994,partition_sort,0.06661081314086914
1529688746.9743693,1529688747.0415716,partition_sort,0.06720232963562012
1529688746.3976207,1529688746.464322,partition_sort,0.06670141220092773
1529688745.8223417,1529688745.8904765,partition_sort,0.06813478469848633
1529688745.210355,1529688745.2811701,partition_sort,0.0708150863647461
1529688744.5133526,1529688744.6160476,partition_sort,0.10269498825073242
1529688743.838406,1529688743.926393,partition_sort,0.08798694610595703
1529688742.9839196,1529688743.0911705,partition_sort,0.10725092887878418
1529688742.2311184,1529688742.3028054,partition_sort,0.07168698310852051
1529688741.5409887,1529688741.6129665,partition_sort,0.07197785377502441
1529688740.679401,1529688740.7888367,partition_sort,0.1094357967376709
1529688739.8503494,1529688739.9552524,partition_sort,0.10490298271179199
1529688728.631971,1529688728.701241,partition_sort,0.06927013397216797
1529688738.5044029,1529688738.570524,partition_sort,0.06612110137939453
1529688737.9168165,1529688737.985795,partition_sort,0.06897854804992676
1529688737.3386862,1529688737.403294,partition_sort,0.06460785865783691
1529688736.7549458,1529688736.8237975,partition_sort,0.06885170936584473
1529688735.0495636,1529688735.1146197,partition_sort,0.06505608558654785
1529688739.095366,1529688739.17071,partition_sort,0.07534408569335938
1529688751.6590261,1529688751.7270365,partition_sort,0.06801033020019531
1529688723.4017446,1529688723.4692876,partition_sort,0.06754302978515625
1529688724.5680563,1529688724.636794,partition_sort,0.06873774528503418
1529688723.9867795,1529688724.0536904,partition_sort,0.06691098213195801
1529688726.30698,1529688726.374561,partition_sort,0.0675811767578125
1529688721.6729705,1529688721.7399697,partition_sort,0.06699919700622559
1529688728.0532358,1529688728.1216397,partition_sort,0.06840395927429199
1529688727.4720871,1529688727.5390027,partition_sort,0.06691551208496094
1529688726.8941255,1529688726.9627368,partition_sort,0.06861138343811035
1529688725.1529343,1529688725.2195957,partition_sort,0.06666135787963867
1529688725.7313204,1529688725.7981327,partition_sort,0.06681227684020996
1529688722.828106,1529688722.8961244,partition_sort,0.06801843643188477
1529688722.2438169,1529688722.312712,partition_sort,0.06889510154724121
1529688743.9282181,1529688744.0056324,qs1,0.07741427421569824
1529688724.0552433,1529688724.1111717,qs1,0.05592846870422363
1529688732.8161347,1529688732.8735397,qs1,0.05740499496459961
1529688723.4709501,1529688723.525143,qs1,0.05419278144836426
1529688743.0932992,1529688743.1761577,qs1,0.08285856246948242
1529688742.3046274,1529688742.3822393,qs1,0.07761192321777344
1529688732.2310998,1529688732.2871335,qs1,0.05603361129760742
1529688733.394588,1529688733.4490776,qs1,0.0544896125793457
1529688726.9646063,1529688727.0214577,qs1,0.05685138702392578
1529688733.975463,1529688734.029979,qs1,0.05451607704162598
1529688740.7914143,1529688740.8775244,qs1,0.08611011505126953
1529688736.25459,1529688736.310675,qs1,0.05608487129211426
1529688736.8254833,1529688736.8809924,qs1,0.055509090423583984
1529688735.6883476,1529688735.7438674,qs1,0.055519819259643555
1529688737.404856,1529688737.45846,qs1,0.0536041259765625
1529688725.2214217,1529688725.2771425,qs1,0.05572080612182617
1529688735.1161702,1529688735.1706762,qs1,0.05450606346130371
1529688741.6148884,1529688741.6744025,qs1,0.05951404571533203
1529688737.9875662,1529688738.0432823,qs1,0.05571603775024414
1529688739.1728094,1529688739.2299008,qs1,0.057091474533081055
1529688734.5456378,1529688734.6009364,qs1,0.055298566818237305
1529688726.3762755,1529688726.4320247,qs1,0.05574917793273926
1529688724.638421,1529688724.6934056,qs1,0.05498456954956055
1529688739.9574852,1529688740.0358286,qs1,0.07834339141845703
1529688744.6188395,1529688744.6962838,qs1,0.07744431495666504
1529688738.5721233,1529688738.6250188,qs1,0.052895545959472656
1529688745.2828894,1529688745.3421464,qs1,0.05925703048706055
1529688721.1648889,1529688721.2220006,qs1,0.05711174011230469
1529688748.7799764,1529688748.8376188,qs1,0.057642459869384766
1529688751.1420784,1529688751.1970146,qs1,0.05493617057800293
1529688728.7028463,1529688728.7593796,qs1,0.0565333366394043
1529688750.5456,1529688750.6014187,qs1,0.055818796157836914
1529688728.1233137,1529688728.1795297,qs1,0.05621600151062012
1529688729.290668,1529688729.347041,qs1,0.056372880935668945
1529688749.969151,1529688750.0254037,qs1,0.05625271797180176
1529688721.7415488,1529688721.7975197,qs1,0.05597090721130371
1529688749.3742435,1529688749.4287436,qs1,0.05450010299682617
1529688729.8705084,1529688729.928519,qs1,0.05801057815551758
1529688745.89226,1529688745.9485757,qs1,0.05631566047668457
1529688748.197611,1529688748.2527485,qs1,0.05513739585876465
1529688722.3144357,1529688722.3693366,qs1,0.0549008846282959
1529688730.4666345,1529688730.5228517,qs1,0.056217193603515625
1529688747.6108716,1529688747.6678348,qs1,0.056963205337524414
1529688725.7997236,1529688725.857812,qs1,0.05808830261230469
1529688746.4659863,1529688746.5237923,qs1,0.05780601501464844
1529688731.6273603,1529688731.6826208,qs1,0.055260419845581055
1529688747.0432115,1529688747.0971231,qs1,0.053911685943603516
1529688727.5406368,1529688727.596404,qs1,0.05576729774475098
1529688722.8977885,1529688722.953906,qs1,0.05611753463745117
1529688731.0463352,1529688731.1035535,qs1,0.057218313217163086
1529688738.045,1529688738.136642,qs2,0.09164190292358398
1529688745.950155,1529688746.041121,qs2,0.09096598625183105
1529688750.026966,1529688750.1206799,qs2,0.09371376037597656
1529688744.698219,1529688744.812718,qs2,0.11449885368347168
1529688750.603018,1529688750.6930308,qs2,0.09001278877258301
1529688737.4599278,1529688737.5500567,qs2,0.09012889862060547
1529688725.2788582,1529688725.3719358,qs2,0.0930776596069336
1529688736.882499,1529688736.9783206,qs2,0.09582161903381348
1529688745.3437994,1529688745.4436784,qs2,0.09987902641296387
1529688736.3123696,1529688736.4016542,qs2,0.08928465843200684
1529688751.1985104,1529688751.293988,qs2,0.09547758102416992
1529688721.22382,1529688721.3179386,qs2,0.09411859512329102
1529688738.6265383,1529688738.7180274,qs2,0.09148907661437988
1529688742.3843527,1529688742.526836,qs2,0.14248323440551758
1529688722.3708506,1529688722.4672246,qs2,0.0963740348815918
1529688743.1787465,1529688743.3179839,qs2,0.1392374038696289
1529688747.6694374,1529688747.7651417,qs2,0.09570431709289551
1529688723.5266254,1529688723.6179636,qs2,0.0913381576538086
1529688747.0985916,1529688747.1907077,qs2,0.09211611747741699
1529688741.676172,1529688741.7739804,qs2,0.0978083610534668
1529688724.1128047,1529688724.2110033,qs2,0.09819865226745605
1529688724.6949546,1529688724.792446,qs2,0.09749126434326172
1529688740.8799944,1529688741.0194132,qs2,0.1394188404083252
1529688740.0385458,1529688740.1516588,qs2,0.1131129264831543
1529688748.839356,1529688748.9409108,qs2,0.10155487060546875
1529688721.7991817,1529688721.8920863,qs2,0.09290456771850586
1529688744.0082026,1529688744.1294985,qs2,0.12129592895507812
1529688749.430322,1529688749.5269842,qs2,0.09666228294372559
1529688746.5254111,1529688746.6184397,qs2,0.09302854537963867
1529688748.2542353,1529688748.350323,qs2,0.09608769416809082
1529688722.955446,1529688723.052947,qs2,0.09750103950500488
1529688739.2315497,1529688739.3269951,qs2,0.09544539451599121
1529688732.2887158,1529688732.3799586,qs2,0.09124279022216797
1529688729.9303472,1529688730.0235267,qs2,0.09317946434020996
1529688726.4336252,1529688726.5274253,qs2,0.09380006790161133
1529688734.6024745,1529688734.6897478,qs2,0.08727335929870605
1529688727.5980072,1529688727.6901188,qs2,0.09211158752441406
1529688730.524423,1529688730.6212115,qs2,0.09678864479064941
1529688733.4505937,1529688733.5442991,qs2,0.09370541572570801
1529688729.348563,1529688729.4403307,qs2,0.09176778793334961
1529688735.1721811,1529688735.2673504,qs2,0.0951693058013916
1529688732.8750954,1529688732.9685404,qs2,0.0934450626373291
1529688731.6841362,1529688731.780919,qs2,0.09678292274475098
1529688731.1050894,1529688731.1953704,qs2,0.09028100967407227
1529688734.0315757,1529688734.1231492,qs2,0.09157347679138184
1529688728.181155,1529688728.2739494,qs2,0.09279441833496094
1529688735.7455077,1529688735.838779,qs2,0.09327125549316406
1529688728.760996,1529688728.8581526,qs2,0.09715652465820312
1529688727.0230963,1529688727.115265,qs2,0.09216856956481934
1529688725.8594348,1529688725.9542477,qs2,0.09481287002563477
1529688727.1167536,1529688727.2073112,qs3,0.09055757522583008
1529688741.0222852,1529688741.1677651,qs3,0.14547991752624512
1529688727.6917043,1529688727.7840965,qs3,0.0923922061920166
1529688723.0545483,1529688723.143505,qs3,0.08895683288574219
1529688724.2128284,1529688724.3063815,qs3,0.09355306625366211
1529688747.7668529,1529688747.8625522,qs3,0.09569931030273438
1529688732.3814986,1529688732.4710739,qs3,0.08957529067993164
1529688744.8150625,1529688744.918966,qs3,0.10390353202819824
1529688748.351914,1529688748.4406917,qs3,0.08877778053283691
1529688726.5289195,1529688726.6225085,qs3,0.09358906745910645
1529688733.5459077,1529688733.6418464,qs3,0.09593868255615234
1529688744.131145,1529688744.2260072,qs3,0.09486222267150879
1529688722.468706,1529688722.5618398,qs3,0.09313392639160156
1529688747.1923673,1529688747.280739,qs3,0.08837175369262695
1529688742.5293891,1529688742.667621,qs3,0.13823175430297852
1529688745.4457514,1529688745.5478916,qs3,0.10214018821716309
1529688746.6202955,1529688746.7111948,qs3,0.09089922904968262
1529688731.1969807,1529688731.2949145,qs3,0.09793376922607422
1529688732.9701455,1529688733.0636392,qs3,0.09349370002746582
1529688743.3207598,1529688743.450556,qs3,0.12979626655578613
1529688723.6195447,1529688723.7137403,qs3,0.09419560432434082
1529688731.7826247,1529688731.8763015,qs3,0.09367680549621582
1529688746.0426078,1529688746.1385915,qs3,0.09598374366760254
1529688741.7758765,1529688741.874213,qs3,0.09833645820617676
1529688730.6229444,1529688730.7130527,qs3,0.09010839462280273
1529688740.15357,1529688740.248107,qs3,0.09453701972961426
1529688728.2755165,1529688728.367528,qs3,0.0920114517211914
1529688735.2689886,1529688735.36013,qs3,0.0911414623260498
1529688738.138148,1529688738.2312338,qs3,0.09308576583862305
1529688725.374653,1529688725.4696643,qs3,0.09501123428344727
1529688750.1222265,1529688750.2129414,qs3,0.09071493148803711
1529688729.4420192,1529688729.535636,qs3,0.09361672401428223
1529688721.3196166,1529688721.4159544,qs3,0.09633779525756836
1529688736.979871,1529688737.0754533,qs3,0.09558224678039551
1529688737.5515168,1529688737.6454413,qs3,0.09392452239990234
1529688749.528777,1529688749.6210792,qs3,0.09230232238769531
1529688738.7195413,1529688738.8123934,qs3,0.09285211563110352
1529688751.295632,1529688751.3910062,qs3,0.09537434577941895
1529688721.893613,1529688721.9841385,qs3,0.09052538871765137
1529688750.6947289,1529688750.790787,qs3,0.09605813026428223
1529688724.7943282,1529688724.8921907,qs3,0.09786248207092285
1529688734.6912308,1529688734.7870064,qs3,0.09577560424804688
1529688736.4033751,1529688736.4926333,qs3,0.08925819396972656
1529688739.3288767,1529688739.4419222,qs3,0.11304545402526855
1529688748.942521,1529688749.037644,qs3,0.0951228141784668
1529688735.8404613,1529688735.929364,qs3,0.08890271186828613
1529688730.0252156,1529688730.123272,qs3,0.09805631637573242
1529688728.859789,1529688728.9574237,qs3,0.09763479232788086
1529688734.124758,1529688734.217906,qs3,0.09314799308776855
1529688725.955856,1529688726.0472488,qs3,0.09139275550842285
1529688721.9856868,1529688722.0666437,qs4,0.08095693588256836
1529688727.2089422,1529688727.2911596,qs4,0.08221745491027832
1529688751.3925931,1529688751.4726908,qs4,0.08009767532348633
1529688745.5496013,1529688745.639383,qs4,0.0897817611694336
1529688750.79236,1529688750.8873591,qs4,0.09499907493591309
1529688746.1403024,1529688746.2181652,qs4,0.07786273956298828
1529688721.4175334,1529688721.498192,qs4,0.0806586742401123
1529688728.9589007,1529688729.0407655,qs4,0.08186483383178711
1529688746.7126992,1529688746.7928689,qs4,0.080169677734375
1529688722.5633223,1529688722.6468937,qs4,0.0835714340209961
1529688750.2145,1529688750.2931361,qs4,0.07863616943359375
1529688747.282297,1529688747.365641,qs4,0.0833442211151123
1529688730.7146137,1529688730.7975209,qs4,0.08290719985961914
1529688729.537255,1529688729.6156118,qs4,0.07835674285888672
1529688749.6226113,1529688749.7078311,qs4,0.0852198600769043
1529688727.7855952,1529688727.867679,qs4,0.08208394050598145
1529688747.8642428,1529688747.9494612,qs4,0.08521842956542969
1529688749.0393322,1529688749.1244333,qs4,0.08510112762451172
1529688730.1249797,1529688730.214433,qs4,0.08945322036743164
1529688748.4423306,1529688748.523464,qs4,0.08113336563110352
1529688731.296432,1529688731.37606,qs4,0.07962799072265625
1529688731.8779542,1529688731.9752543,qs4,0.09730005264282227
1529688735.9308236,1529688736.0134094,qs4,0.08258581161499023
1529688740.2505426,1529688740.385877,qs4,0.13533425331115723
1529688734.2196345,1529688734.2999423,qs4,0.0803077220916748
1529688738.8140385,1529688738.8957396,qs4,0.08170104026794434
1529688723.145021,1529688723.2240453,qs4,0.0790243148803711
1529688734.7886589,1529688734.874249,qs4,0.08559012413024902
1529688724.3080468,1529688724.3899798,qs4,0.08193302154541016
1529688741.1701431,1529688741.3055446,qs4,0.13540148735046387
1529688724.8941576,1529688724.973583,qs4,0.07942533493041992
1529688733.6435843,1529688733.7248302,qs4,0.08124589920043945
1529688741.876189,1529688741.989498,qs4,0.11330890655517578
1529688726.624403,1529688726.7079422,qs4,0.08353924751281738
1529688738.2331452,1529688738.323735,qs4,0.09058976173400879
1529688739.4445767,1529688739.5681899,qs4,0.12361311912536621
1529688742.6702678,1529688742.7603903,qs4,0.09012246131896973
1529688726.0487778,1529688726.1286728,qs4,0.07989501953125
1529688737.6472049,1529688737.7295437,qs4,0.08233880996704102
1529688728.3691175,1529688728.4516218,qs4,0.0825042724609375
1529688733.0652006,1529688733.1448305,qs4,0.07962989807128906
1529688736.4941723,1529688736.5748012,qs4,0.08062887191772461
1529688744.9206674,1529688745.017737,qs4,0.09706950187683105
1529688725.4712172,1529688725.5482843,qs4,0.07706713676452637
1529688723.7154913,1529688723.801709,qs4,0.08621764183044434
1529688732.472558,1529688732.5621634,qs4,0.08960533142089844
1529688737.0769954,1529688737.1562731,qs4,0.07927775382995605
1529688744.2276628,1529688744.3134658,qs4,0.08580303192138672
1529688735.3616557,1529688735.4389904,qs4,0.07733464241027832
1529688743.4529839,1529688743.5741103,qs4,0.12112641334533691
1529688729.0422637,1529688729.120252,qs5,0.0779881477355957
1529688749.1259575,1529688749.202245,qs5,0.07628750801086426
1529688738.8978212,1529688738.9796708,qs5,0.08184957504272461
1529688751.4744065,1529688751.5578177,qs5,0.08341121673583984
1529688737.7314074,1529688737.811038,qs5,0.07963061332702637
1529688727.8693123,1529688727.9484704,qs5,0.07915806770324707
1529688729.6171172,1529688729.6947827,qs5,0.07766556739807129
1529688736.5763125,1529688736.6535745,qs5,0.07726192474365234
1529688734.8757327,1529688734.9504013,qs5,0.07466864585876465
1529688725.5499427,1529688725.626023,qs5,0.076080322265625
1529688721.4996848,1529688721.5732088,qs5,0.07352399826049805
1529688749.7095861,1529688749.7889254,qs5,0.07933926582336426
1529688724.9751852,1529688725.0525293,qs5,0.07734417915344238
1529688735.4405608,1529688735.5201385,qs5,0.07957768440246582
1529688726.1302073,1529688726.2049637,qs5,0.07475638389587402
1529688738.325768,1529688738.405056,qs5,0.07928800582885742
1529688737.157865,1529688737.235485,qs5,0.07762002944946289
1529688750.8892708,1529688750.970806,qs5,0.08153510093688965
1529688750.294618,1529688750.375059,qs5,0.08044099807739258
1529688731.9770396,1529688732.0560253,qs5,0.07898569107055664
1529688734.3014965,1529688734.3764908,qs5,0.07499432563781738
1529688723.225705,1529688723.2994084,qs5,0.07370352745056152
1529688745.0194116,1529688745.102885,qs5,0.08347344398498535
1529688745.64116,1529688745.7181048,qs5,0.07694482803344727
1529688736.014994,1529688736.0895486,qs5,0.0745546817779541
1529688744.3152084,1529688744.3973517,qs5,0.08214330673217773
1529688732.5637307,1529688732.6433449,qs5,0.07961416244506836
1529688743.5763123,1529688743.6925497,qs5,0.11623740196228027
1529688746.2196474,1529688746.296321,qs5,0.07667350769042969
1529688727.2927537,1529688727.3702629,qs5,0.07750916481018066
1529688731.3777308,1529688731.4541383,qs5,0.07640743255615234
1529688723.8033655,1529688723.88337,qs5,0.08000445365905762
1529688746.7946894,1529688746.8727129,qs5,0.07802343368530273
1529688722.648347,1529688722.722451,qs5,0.07410407066345215
1529688742.7624247,1529688742.8454642,qs5,0.08303952217102051
1529688730.799094,1529688730.8752315,qs5,0.07613754272460938
1529688733.1463566,1529688733.2244582,qs5,0.07810163497924805
1529688726.7100205,1529688726.78853,qs5,0.07850956916809082
1529688747.3671136,1529688747.4417205,qs5,0.07460689544677734
1529688741.9921372,1529688742.1093292,qs5,0.11719202995300293
1529688733.7267222,1529688733.8017058,qs5,0.07498359680175781
1529688741.3076484,1529688741.4308765,qs5,0.12322807312011719
1529688747.950939,1529688748.0271766,qs5,0.07623767852783203
1529688730.21591,1529688730.2938833,qs5,0.0779733657836914
1529688724.3918285,1529688724.4677603,qs5,0.07593178749084473
1529688740.3882666,1529688740.5157983,qs5,0.1275317668914795
1529688748.5250907,1529688748.6034102,qs5,0.07831954956054688
1529688722.068357,1529688722.1445327,qs5,0.07617568969726562
1529688739.5704315,1529688739.6906614,qs5,0.12022995948791504
1529688728.4531581,1529688728.5324886,qs5,0.0793304443359375
